, <- ,	60484
the <- DT	50944
. <- .	48144
of <- IN	28284
to <- TO	27164
a <- DT	23647
and <- CC	19754
in <- IN	18479
's <- POS	10021
for <- IN	9842
$ <- $	8817
`` <- ``	8735
'' <- ''	8506
The <- DT	8395
is <- VBZ	8325
on <- IN	6143
% <- NN	6109
by <- IN	5504
that <- IN	5440
from <- IN	5381
million <- CD	5334
at <- IN	5318
with <- IN	5142
Mr. <- NNP	4950
was <- VBD	4837
said <- VBD	4764
it <- NP	4713
be <- VB	4528
its <- PRP$	4462
are <- VBP	4397
as <- IN	4353
has <- VBZ	4020
n't <- RB	4005
an <- DT	3818
will <- MD	3697
or <- CC	3134
he <- NP	3119
company <- NN	3041
that <- WHNP	2890
year <- NN	2719
would <- MD	2677
-- <- :	2581
market <- NN	2517
have <- VBP	2390
they <- NP	2387
were <- VBD	2363
which <- WHNP	2283
said <- VP+VBD	2275
In <- IN	2177
billion <- CD	2155
But <- CC	2143
had <- VBD	2101
their <- PRP$	2087
U.S. <- NNP	2047
but <- CC	2031
than <- IN	2027
this <- DT	2020
his <- PRP$	1975
been <- VBN	1955
who <- WHNP	1893
about <- IN	1864
new <- JJ	1744
share <- NN	1711
also <- ADVP+RB	1706
says <- VP+VBZ	1698
other <- JJ	1674
: <- :	1664
not <- RB	1600
Corp. <- NNP	1514
; <- :	1494
's <- VBZ	1479
stock <- NN	1475
New <- NNP	1454
-RRB- <- -RRB-	1437
I <- NP	1429
-LRB- <- -LRB-	1424
It <- NP	1414
have <- VB	1352
could <- MD	1324
Inc. <- NNP	1322
years <- NNS	1302
shares <- NNS	1292
& <- CC	1277
last <- JJ	1238
two <- CD	1232
some <- DT	1226
because <- IN	1193
after <- IN	1144
more <- JJR	1139
York <- NNP	1126
into <- IN	1112
when <- WHADVP	1112
Co. <- NNP	1111
can <- MD	1106
trading <- NN	1080
up <- PRT+RP	1049
A <- DT	1044
it <- NP+PRP	1041
He <- NP	1024
one <- CD	1000
if <- IN	992
such <- JJ	982
may <- MD	982
cents <- NNS	973
quarter <- NN	953
government <- NN	937
that <- DT	926
first <- JJ	923
we <- NP	917
as <- RB	913
more <- RBR	905
business <- NN	899
any <- DT	893
over <- IN	858
companies <- NNS	833
price <- NN	830
sales <- NNS	827
week <- NN	824
months <- NNS	796
rose <- VBD	787
group <- NN	775
time <- NN	773
no <- DT	768
' <- POS	767
all <- DT	753
prices <- NNS	738
says <- VBZ	733
major <- JJ	727
many <- JJ	719
We <- NP	712
president <- NN	712
there <- NP	711
do <- VBP	711
did <- VBD	694
1 <- CD	694
bonds <- NNS	690
about <- RB	683
three <- CD	673
And <- CC	673
under <- IN	667
out <- PRT+RP	666
you <- NP	658
now <- ADVP	657
interest <- NN	654
10 <- CD	651
through <- IN	650
program <- NN	639
only <- RB	635
industry <- NN	630
them <- NP+PRP	630
unit <- NN	629
month <- NN	619
rate <- NN	617
federal <- JJ	613
next <- JJ	610
what <- WHNP	610
yesterday <- NP	609
make <- VB	599
days <- NNS	596
30 <- CD	592
investment <- NN	588
before <- IN	582
against <- IN	582
between <- IN	581
does <- VBZ	574
financial <- JJ	573
Exchange <- NNP	571
earnings <- NNS	569
while <- IN	567
recent <- JJ	561
since <- IN	559
For <- IN	558
big <- JJ	552
They <- NP	549
officials <- NNS	541
state <- NN	536
should <- MD	531
up <- RB	521
bank <- NN	521
firm <- NN	518
income <- NN	518
? <- .	515
fell <- VBD	512
so <- RB	512
including <- VBG	510
plan <- NN	509
8 <- CD	500
one <- NP+CD	498
she <- NP	497
rates <- NNS	496
these <- DT	492
15 <- CD	492
expected <- VBN	489
being <- VBG	488
issue <- NN	487
investors <- NNS	484
If <- IN	482
like <- IN	481
securities <- NNS	480
net <- JJ	478
profit <- NN	476
get <- VB	476
buy <- VB	476
during <- IN	475
markets <- NNS	473
stocks <- NNS	472
Japanese <- JJ	464
sell <- VB	462
products <- NNS	460
own <- JJ	460
loss <- NN	459
people <- NNS	457
House <- NNP	457
vice <- NN	453
even <- RB	452
take <- VB	452
say <- VBP	451
most <- RBS	450
money <- NN	447
funds <- NNS	445
tax <- NN	442
very <- RB	434
At <- IN	433
American <- NNP	432
executive <- NN	431
index <- NN	430
day <- NN	428
're <- VBP	427
National <- NNP	424
which <- WHNP+WDT	424
way <- NN	423
few <- JJ	417
might <- MD	415
economic <- JJ	414
ago <- RB	413
where <- WHADVP	412
debt <- NN	411
spokesman <- NN	411
several <- JJ	411
third <- JJ	411
issues <- NNS	409
common <- JJ	408
20 <- CD	408
As <- IN	407
operations <- NNS	406
five <- CD	404
sale <- NN	402
another <- DT	401
50 <- CD	401
our <- PRP$	400
officer <- NN	400
offer <- NN	398
earlier <- RBR	398
Bank <- NNP	397
bill <- NN	393
bid <- NN	392
Stock <- NNP	391
Bush <- NNP	391
There <- NP	389
good <- JJ	389
Oct. <- NNP	388
based <- VBN	387
among <- IN	386
higher <- JJR	386
current <- JJ	386
number <- NN	385
That <- NP	384
chief <- JJ	383
growth <- NN	383
computer <- NN	382
according <- VBG	381
agreement <- NN	381
same <- JJ	378
out <- IN	378
case <- NN	377
2 <- CD	374
foreign <- JJ	374
concern <- NN	374
contract <- NN	373
least <- JJS	371
Treasury <- NNP	370
going <- VBG	367
San <- NNP	367
board <- NN	365
end <- NN	365
just <- RB	365
made <- VBN	365
small <- JJ	365
economy <- NN	363
both <- DT	362
off <- PRT+RP	360
down <- RB	359
period <- NN	358
Street <- NNP	358
system <- NN	358
president <- NP+NN	357
those <- DT	356
stake <- NN	356
Board <- NNP	355
Wall <- NNP	354
her <- PRP$	354
due <- JJ	353
real <- JJ	353
still <- ADVP	352
trade <- NN	350
high <- JJ	349
International <- NNP	348
well <- RB	344
Federal <- NNP	344
much <- JJ	344
dollar <- NN	344
futures <- NNS	343
until <- IN	342
past <- JJ	339
points <- NNS	339
former <- JJ	338
closed <- VBD	338
law <- NN	338
court <- NN	337
world <- NN	337
analysts <- NNS	337
maker <- NN	336
value <- NN	335
reported <- VBD	335
agency <- NN	335
far <- RB	334
oil <- NN	331
do <- VB	329
pay <- VB	326
analyst <- NN	326
banks <- NNS	325
John <- NNP	324
compared <- VBN	323
bond <- NN	323
annual <- JJ	322
Group <- NNP	322
part <- NP+NN	321
six <- CD	320
Dow <- NNP	320
firms <- NNS	319
that <- NP	315
however <- ADVP+RB	315
expects <- VBZ	314
capital <- NN	314
country <- NN	314
without <- IN	314
100 <- CD	314
lower <- JJR	313
much <- RB	313
whether <- IN	312
point <- NN	312
1\/2 <- CD	312
used <- VBN	311
office <- NN	310
costs <- NNS	310
four <- CD	307
director <- NN	306
Friday <- NNP	306
each <- DT	305
increase <- NN	302
President <- NNP	301
exchange <- NN	301
wo <- MD	301
second <- JJ	300
too <- RB	300
corporate <- JJ	299
early <- JJ	298
When <- WHADVP	298
insurance <- NN	298
just <- ADVP+RB	295
takeover <- NN	295
most <- JJS	294
large <- JJ	294
1988 <- CD	294
Inc <- NNP	293
Department <- NNP	291
political <- JJ	290
must <- MD	290
results <- NNS	288
25 <- CD	288
only <- ADVP+RB	287
sold <- VBN	287
American <- JJ	287
Jones <- NNP	287
problems <- NNS	286
largest <- JJS	284
This <- NP	283
senior <- JJ	282
news <- NN	281
cash <- NN	281
junk <- NN	281
report <- NN	280
management <- NN	279
fiscal <- JJ	279
policy <- NN	278
problem <- NN	277
plant <- NN	277
chief <- NN	277
latest <- JJS	276
him <- NP+PRP	276
up <- IN	276
some <- NP+DT	275
12 <- CD	274
old <- JJ	273
strong <- JJ	273
On <- IN	272
Nov. <- NNP	271
took <- VBD	271
Senate <- NNP	271
1989 <- CD	271
Francisco <- NNP	270
fund <- NN	269
3 <- CD	269
Some <- DT	269
chairman <- NP+NN	268
all <- NP+DT	267
help <- VB	266
weeks <- NNS	266
those <- NP+DT	265
administration <- NN	265
making <- VBG	264
First <- NNP	264
11 <- CD	264
Big <- NNP	264
loans <- NNS	264
even <- ADVP+RB	263
likely <- JJ	262
declined <- VBD	262
production <- NN	260
late <- JJ	259
sales <- NP+NNS	258
certain <- JJ	258
California <- NNP	257
made <- VBD	256
priced <- VBN	256
Robert <- NNP	254
