, <- PUNCT	2940
the <- PUNCT	2915
the <- ADP	2496
. <- ADP	1843
. <- PUNCT	1784
of <- PUNCT	1544
. <- DET	1513
. <- PRON	1495
in <- PUNCT	1485
a <- ADP	1468
a <- PUNCT	1461
and <- PUNCT	1447
to <- ADP	1357
, <- ADP	1249
to <- PUNCT	1219
and <- ADP	1031
